2024-05-06 16:29:31 | INFO | controller | args: Namespace(host='localhost', port=21001, dispatch_method='shortest_queue', ssl=False)
2024-05-06 09:14:23 | INFO | stdout | INFO:     127.0.0.1:35450 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:15:08 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:15:08 | INFO | stdout | INFO:     127.0.0.1:38696 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:15:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:15:54 | INFO | stdout | INFO:     127.0.0.1:41884 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:16:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:16:39 | INFO | stdout | INFO:     127.0.0.1:45210 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:17:24 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:17:24 | INFO | stdout | INFO:     127.0.0.1:48384 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:18:09 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:18:09 | INFO | stdout | INFO:     127.0.0.1:51556 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:18:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:18:54 | INFO | stdout | INFO:     127.0.0.1:54724 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:19:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:19:39 | INFO | stdout | INFO:     127.0.0.1:57890 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:20:24 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:20:24 | INFO | stdout | INFO:     127.0.0.1:32858 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:21:09 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:21:09 | INFO | stdout | INFO:     127.0.0.1:36088 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:21:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:21:54 | INFO | stdout | INFO:     127.0.0.1:39290 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:22:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:22:39 | INFO | stdout | INFO:     127.0.0.1:42454 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:23:24 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:23:24 | INFO | stdout | INFO:     127.0.0.1:45622 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:24:09 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:24:09 | INFO | stdout | INFO:     127.0.0.1:48788 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:24:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:24:54 | INFO | stdout | INFO:     127.0.0.1:51966 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:25:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:25:39 | INFO | stdout | INFO:     127.0.0.1:55146 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:26:24 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:26:24 | INFO | stdout | INFO:     127.0.0.1:58336 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:27:09 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:27:09 | INFO | stdout | INFO:     127.0.0.1:33358 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:27:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:27:54 | INFO | stdout | INFO:     127.0.0.1:36534 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:28:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:28:39 | INFO | stdout | INFO:     127.0.0.1:39696 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:29:24 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:29:24 | INFO | stdout | INFO:     127.0.0.1:42862 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:30:09 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:30:09 | INFO | stdout | INFO:     127.0.0.1:46034 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:30:54 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:30:54 | INFO | stdout | INFO:     127.0.0.1:49232 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:31:39 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:31:39 | INFO | stdout | INFO:     127.0.0.1:52402 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:32:25 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:32:25 | INFO | stdout | INFO:     127.0.0.1:55648 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:33:10 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:33:10 | INFO | stdout | INFO:     127.0.0.1:58830 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:35:32 | INFO | controller | args: Namespace(host='0.0.0.0', port=21001, dispatch_method='shortest_queue', ssl=False)
2024-05-06 09:35:32 | ERROR | stderr | INFO:     Started server process [17]
2024-05-06 09:35:32 | ERROR | stderr | INFO:     Waiting for application startup.
2024-05-06 09:35:32 | ERROR | stderr | INFO:     Application startup complete.
2024-05-06 09:35:32 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:21001 (Press CTRL+C to quit)
2024-05-06 09:35:49 | INFO | controller | Register a new worker: http://localhost:21002
2024-05-06 09:35:49 | INFO | controller | Register done: http://localhost:21002, {'model_names': ['3321f76e3f527bd14065daf69dad9344000a201d'], 'speed': 1, 'queue_length': 0}
2024-05-06 09:35:49 | INFO | stdout | INFO:     127.0.0.1:41820 - "POST /register_worker HTTP/1.1" 200 OK
2024-05-06 09:36:34 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:36:34 | INFO | stdout | INFO:     127.0.0.1:44984 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:37:19 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:37:19 | INFO | stdout | INFO:     127.0.0.1:48170 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:38:04 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:38:04 | INFO | stdout | INFO:     127.0.0.1:51356 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:38:49 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:38:49 | INFO | stdout | INFO:     127.0.0.1:54560 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:39:34 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:39:34 | INFO | stdout | INFO:     127.0.0.1:57784 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:40:19 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:40:19 | INFO | stdout | INFO:     127.0.0.1:60950 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:41:04 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:41:04 | INFO | stdout | INFO:     127.0.0.1:35884 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:41:49 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:41:49 | INFO | stdout | INFO:     127.0.0.1:39056 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:42:34 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:42:34 | INFO | stdout | INFO:     127.0.0.1:42242 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:43:19 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:43:19 | INFO | stdout | INFO:     127.0.0.1:45446 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:44:04 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:44:04 | INFO | stdout | INFO:     127.0.0.1:48662 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:44:49 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:44:49 | INFO | stdout | INFO:     127.0.0.1:51870 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:45:34 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:45:34 | INFO | stdout | INFO:     127.0.0.1:55044 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:46:19 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:46:19 | INFO | stdout | INFO:     127.0.0.1:58210 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:47:04 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:47:04 | INFO | stdout | INFO:     127.0.0.1:33140 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:47:49 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:47:49 | INFO | stdout | INFO:     127.0.0.1:36352 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:48:35 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:48:35 | INFO | stdout | INFO:     127.0.0.1:39576 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:49:20 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:49:20 | INFO | stdout | INFO:     127.0.0.1:42786 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:50:05 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:50:05 | INFO | stdout | INFO:     127.0.0.1:45978 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:50:50 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:50:50 | INFO | stdout | INFO:     127.0.0.1:49144 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:51:35 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:51:35 | INFO | stdout | INFO:     127.0.0.1:52316 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:52:20 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:52:20 | INFO | stdout | INFO:     127.0.0.1:55486 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:53:05 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:53:05 | INFO | stdout | INFO:     127.0.0.1:58722 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:53:50 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:53:50 | INFO | stdout | INFO:     127.0.0.1:33710 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:54:35 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:54:35 | INFO | stdout | INFO:     127.0.0.1:36888 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:55:20 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:55:20 | INFO | stdout | INFO:     127.0.0.1:40060 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:56:05 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:56:05 | INFO | stdout | INFO:     127.0.0.1:43232 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:56:50 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:56:50 | INFO | stdout | INFO:     127.0.0.1:46396 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:57:35 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:57:35 | INFO | stdout | INFO:     127.0.0.1:49588 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:57:48 | INFO | controller | args: Namespace(host='0.0.0.0', port=21001, dispatch_method='shortest_queue', ssl=False)
2024-05-06 09:57:48 | ERROR | stderr | INFO:     Started server process [17]
2024-05-06 09:57:48 | ERROR | stderr | INFO:     Waiting for application startup.
2024-05-06 09:57:48 | ERROR | stderr | INFO:     Application startup complete.
2024-05-06 09:57:48 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:21001 (Press CTRL+C to quit)
2024-05-06 09:58:14 | INFO | controller | Register a new worker: http://localhost:21002
2024-05-06 09:58:14 | INFO | controller | Register done: http://localhost:21002, {'model_names': ['c8327bf999adbd2efe2e75f6509fa01436100dc2'], 'speed': 1, 'queue_length': 0}
2024-05-06 09:58:14 | INFO | stdout | INFO:     127.0.0.1:48648 - "POST /register_worker HTTP/1.1" 200 OK
2024-05-06 09:58:20 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:58:20 | INFO | stdout | INFO:     127.0.0.1:52846 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:58:59 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:58:59 | INFO | stdout | INFO:     127.0.0.1:49106 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:59:05 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:59:05 | INFO | stdout | INFO:     127.0.0.1:56024 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:59:44 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:59:44 | INFO | stdout | INFO:     127.0.0.1:49560 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 09:59:50 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 09:59:50 | INFO | stdout | INFO:     127.0.0.1:59216 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:00:30 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:00:30 | INFO | stdout | INFO:     127.0.0.1:50014 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:00:35 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:00:35 | INFO | stdout | INFO:     127.0.0.1:34152 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:01:15 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:01:15 | INFO | stdout | INFO:     127.0.0.1:50458 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:01:21 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:01:21 | INFO | stdout | INFO:     127.0.0.1:37318 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:02:00 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:02:00 | INFO | stdout | INFO:     127.0.0.1:50926 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:02:06 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:02:06 | INFO | stdout | INFO:     127.0.0.1:40492 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:02:45 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:02:45 | INFO | stdout | INFO:     127.0.0.1:51372 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:02:51 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:02:51 | INFO | stdout | INFO:     127.0.0.1:43664 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:03:30 | INFO | controller | Receive heart beat. http://localhost:21002
2024-05-06 10:03:30 | INFO | stdout | INFO:     127.0.0.1:51840 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-05-06 10:03:36 | INFO | controller | Receive heart beat. http://localhost:21002
